Id,SalePrice
1461,112493.85611773007
1462,137353.20728559245
1463,170128.85596570387
1464,193944.94921565053
1465,196851.68627219627
1466,168141.008861789
1467,182187.8865392555
1468,162421.21549089553
1469,189396.3843201948
1470,121164.35943772088
1471,172293.4704173144
1472,101944.6680506392
1473,95942.56485080543
1474,143416.61813624058
1475,115893.58487740476
1476,343534.8688014203
1477,246088.2263082605
1478,304249.6738910485
1479,304992.9468250087
1480,490263.38595012424
1481,320095.2944705425
1482,220059.18344117436
1483,169837.40603092755
1484,171854.60400735406
1485,203797.92604237024
1486,191390.20928868887
1487,336652.15215321665
1488,238084.89532581717
1489,187095.66047606344
1490,235551.58954976415
1491,192520.14066149894
1492,84584.26269547064
1493,199158.77508534634
1494,291861.6791921431
1495,276998.5383395925
1496,235695.071673358
1497,171866.64269579557
1498,176851.65942441695
1499,165921.28044446537
1500,160741.79841369984
1501,172770.77763848926
1502,154247.867925392
1503,277238.321852219
1504,250468.78923631978
1505,229451.68613098815
1506,190106.93496407368
1507,237116.18556010493
1508,194539.43288668795
1509,156856.2994446226
1510,146606.94748707215
1511,152891.1167445347
1512,171195.2841777835
1513,145473.59380010047
1514,144262.33450446298
1515,185864.00502183987
1516,151266.26128737468
1517,162016.45795106338
1518,127746.82300594987
1519,208506.42769719684
1520,126736.97687653496
1521,125445.86238959909
1522,176479.03483109587
1523,110178.71142071509
1524,120602.4954928584
1525,116809.87851408971
1526,109197.80740974261
1527,105924.14957798463
1528,132503.12737613366
1529,151317.49965202837
1530,208356.09366902543
1531,119001.07060988256
1532,96767.03514489044
1533,148298.8084171453
1534,122062.21013723541
1535,132378.3658706768
1536,106853.24571385352
1537,55921.91905413577
1538,149832.60624340494
1539,190705.9707869338
1540,88747.85567945987
1541,138623.48334892068
1542,129440.41697302394
1543,173261.51857999654
1544,88303.99660933437
1545,116437.0265239918
1546,143793.52871119615
1547,132274.93894067412
1548,138817.78801282166
1549,125080.97966112022
1550,135628.19028877703
1551,101354.28752448283
1552,143268.29451981818
1553,141048.94534135127
1554,129380.89113107299
1555,150732.96890513028
1556,90058.68978229865
1557,93520.4811590661
1558,105803.12937565682
1559,72291.15417647224
1560,127597.05577262321
1561,111835.11301743989
1562,134691.22927671793
1563,121527.51748612817
1564,150975.78579572757
1565,141866.61335860653
1566,235804.90406535627
1567,76227.25207043382
1568,242284.752002881
1569,125312.54423159719
1570,142513.12197526387
1571,108551.71678059037
1572,133359.30240932477
1573,217687.59165386372
1574,113714.73267531888
1575,229377.5564665204
1576,250961.8129540457
1577,187256.84906466052
1578,143104.6823285405
1579,136564.78389463894
1580,195700.70213208583
1581,161081.67149927266
1582,129700.02205445277
1583,284625.4243513731
1584,219941.3157118871
1585,138736.0711227508
1586,73379.83592544605
1587,109914.16757947506
1588,151408.7656340201
1589,94262.7509258046
1590,131260.07936751496
1591,91371.28072474673
1592,110533.5919880155
1593,132351.77326624803
1594,129112.26129361808
1595,102899.48085864783
1596,209901.2597102153
1597,193129.63117855025
1598,224774.947067408
1599,174833.94487694185
1600,169024.43794392663
1601,66601.7165300753
1602,113265.10203124955
1603,76504.54804243073
1604,255571.00554160035
1605,240380.7630257523
1606,167198.5724013954
1607,177560.97812764448
1608,228454.46471821683
1609,181881.05136490404
1610,151350.2375261473
1611,138218.52306137767
1612,167842.95698634794
1613,165727.51770374482
1614,131694.20914974276
1615,92767.45568818433
1616,78955.07625188325
1617,94413.27143409668
1618,132205.12891400052
1619,146694.90412515783
1620,166028.0537999315
1621,128811.69900110924
1622,150823.93185197999
1623,262916.3805866307
1624,199148.99973320682
1625,116681.74452143184
1626,172048.30880099474
1627,184535.72900383492
1628,275681.3301858241
1629,187065.3370939398
1630,322229.5308614789
1631,226675.86577985983
1632,228895.11501667253
1633,192471.54135664395
1634,189006.47269773323
1635,176208.67804735163
1636,156777.59894141206
1637,194912.28574207533
1638,175131.32172827446
1639,186589.15288411835
1640,245327.5174831861
1641,178356.99285165494
1642,245794.6525241003
1643,214784.17252699498
1644,240311.14452499326
1645,209576.6070455146
1646,165769.72232163305
1647,161349.48843425544
1648,130243.57456769183
1649,145154.68865381533
1650,117485.51835029933
1651,123383.0158134948
1652,102950.54506875278
1653,106639.18355324825
1654,146552.8411987481
1655,142447.61242313203
1656,139483.71374531335
1657,149742.29367581473
1658,149953.56287038577
1659,128057.39962698969
1660,155825.34485869668
1661,418842.686369455
1662,391156.13121160044
1663,359717.84044661705
1664,477186.2865688417
1665,304411.3978991628
1666,315476.77805851575
1667,357214.07997947535
1668,347932.7628626295
1669,313837.27573352016
1670,339739.4391584362
1671,259951.62169121436
1672,418500.6450637612
1673,298026.0710815697
1674,247911.11402234444
1675,196174.2007117174
1676,197169.14962032327
1677,214941.2128339892
1678,439535.77097674896
1679,385702.9382781778
1680,312825.6395806927
1681,246916.21861906588
1682,315474.3862427881
1683,195074.41317308854
1684,177586.06263335203
1685,175257.1263997407
1686,178464.40985664685
1687,177429.94546488603
1688,188344.39238192484
1689,193532.67488391008
1690,201967.73712550753
1691,195102.23643404903
1692,264811.6799185438
1693,177529.23854229404
1694,186883.534189832
1695,179149.41197181438
1696,265174.2315304039
1697,184217.0628615836
1698,334628.56169787055
1699,329920.98203404737
1700,257679.33675411562
1701,267791.02253205597
1702,232041.28359877763
1703,243421.14033770852
1704,273392.2138998454
1705,250932.84469947676
1706,370480.2123253546
1707,207527.25039466322
1708,203072.88568342748
1709,259441.70544776655
1710,228598.40299681577
1711,278725.3164942368
1712,255043.505948509
1713,274317.2586708525
1714,217648.3391542263
1715,211768.50280414845
1716,182054.15062934064
1717,188552.02091537134
1718,136378.59104536014
1719,204858.32416376015
1720,235942.301568821
1721,161121.57885508778
1722,121885.49917047186
1723,153814.68046940336
1724,205167.88450141912
1725,246733.33605779614
1726,185858.1476340605
1727,152586.0122883358
1728,176965.6626565609
1729,169046.67054859348
1730,153067.40262906693
1731,123931.29498057312
1732,130169.78236749601
1733,110476.21389591323
1734,121836.95972018046
1735,130647.10803037518
1736,111148.42840843
1737,297274.3394320954
1738,252095.83661900365
1739,247909.54301212166
1740,208359.509056949
1741,187411.77245540553
1742,169971.7706226775
1743,180111.85405527425
1744,317190.7912131444
1745,202613.82135885
1746,195372.58411639812
1747,208903.58611298527
1748,223845.80924279298
1749,138700.14823755695
1750,116046.48397639174
1751,251123.09950566356
1752,120675.63059304838
1753,145023.57669855427
1754,193432.40981497205
1755,159120.74640412693
1756,136723.82919911577
1757,124052.57705470148
1758,147904.58820946317
1759,160948.0456309759
1760,165899.23879089043
1761,135959.3440108999
1762,183311.11079587755
1763,180947.1530723642
1764,118464.10938969685
1765,153919.11884300568
1766,198923.68599413754
1767,216821.03357290605
1768,139980.271743689
1769,174497.02661316562
1770,163042.70971956907
1771,114182.28843294451
1772,130840.22250732698
1773,128544.68048223866
1774,139678.153224388
1775,150054.16957893677
1776,136563.16993124827
1777,108056.57173249166
1778,141887.53950703982
1779,126284.17733742161
1780,167022.65851213253
1781,123436.62604787419
1782,93399.9876465902
1783,144540.1967559455
1784,114352.34472659507
1785,116287.36997282687
1786,152098.5162762403
1787,171958.68248714381
1788,62001.75108189139
1789,96237.71354237827
1790,84868.71398411864
1791,201859.4853908322
1792,155174.48269739546
1793,128598.81111657193
1794,159443.00339502297
1795,132836.83869916314
1796,139120.23613385184
1797,110904.22063705578
1798,120411.74513229523
1799,111733.86425189798
1800,126641.25243135272
1801,123310.45396759921
1802,133109.72947963275
1803,146658.25496714454
1804,134734.9102670982
1805,137583.53441897035
1806,124947.21993393435
1807,135108.49207185395
1808,118978.41329981899
1809,124378.97591588726
1810,143398.1325164519
1811,85122.21306827242
1812,94162.10200861494
1813,122454.72619537853
1814,97881.45713016964
1815,59847.35758312153
1816,95583.69483843954
1817,108974.16775619065
1818,139861.12596768184
1819,130932.50847699106
1820,60898.998038071055
1821,114020.89565898634
1822,161693.32529341918
1823,49509.028779242755
1824,121379.5448912263
1825,145477.50251956194
1826,107782.99463121302
1827,98153.89223842145
1828,130805.22214901588
1829,124611.85770773378
1830,146070.96520039675
1831,142976.3628380981
1832,76999.38431094802
1833,145879.31421165977
1834,122226.97846466473
1835,106758.16785387245
1836,116167.22626018981
1837,81631.87616486945
1838,123877.60191626294
1839,119628.80327364136
1840,139578.49754680844
1841,126269.25572175038
1842,99838.3310274283
1843,126390.24409657725
1844,149742.6549998695
1845,143661.09320256324
1846,152295.64283237426
1847,169488.20068542092
1848,60126.384666209844
1849,111907.70430159646
1850,120224.0500188965
1851,140141.06684568393
1852,131865.24314667174
1853,125535.57870043784
1854,157699.9516327103
1855,148776.150686696
1856,230559.6074047922
1857,131347.07063902082
1858,131678.39744816988
1859,118666.18601627044
1860,141804.47383750483
1861,117694.34332199395
1862,377584.3329535648
1863,352593.7596171832
1864,352614.84677251236
1865,327836.0284888503
1866,325681.2104616289
1867,225637.7141772119
1868,275426.00284245156
1869,208844.3835998343
1870,224225.3337599298
1871,263546.44317289226
1872,174167.70230000283
1873,241149.46790844278
1874,153988.0693550599
1875,191573.7089688721
1876,201215.99421222453
1877,205235.51355964073
1878,204924.09652902815
1879,127653.08658013288
1880,129959.84918071411
1881,238140.12870383638
1882,235917.9916394928
1883,181928.43610868845
1884,197666.3660218505
1885,219021.58903376877
1886,270471.40237513586
1887,216533.81101363042
1888,265881.7317494587
1889,170437.7490173274
1890,115001.78424251739
1891,128542.30697456104
1892,99129.89011933352
1893,127175.00680028021
1894,121049.01291839799
1895,128531.4216658244
1896,125448.85734486932
1897,112078.21564290527
1898,117243.87007315441
1899,155176.47127379169
1900,157106.01284270702
1901,175450.46304964932
1902,148201.82499929162
1903,237985.3665563026
1904,135748.07219832006
1905,197272.78562378633
1906,147634.52001766933
1907,189235.37737252133
1908,113506.18539986061
1909,139551.06359454
1910,123491.86005861167
1911,223630.78316018288
1912,316259.0164302371
1913,139359.12255015233
1914,68310.97115002693
1915,288896.42823099985
1916,57504.86553847354
1917,229021.60605187406
1918,141812.95757128907
1919,168328.90828957618
1920,148908.93474743012
1921,344335.3608940667
1922,304139.12401087256
1923,234132.4848237212
1924,231127.927284992
1925,195545.1908203723
1926,345868.8800855873
1927,129025.1382379914
1928,159445.81362814017
1929,119886.25863293356
1930,129519.31275224876
1931,134063.01462564987
1932,130098.92617743216
1933,189073.84266393905
1934,176717.253886007
1935,171699.35773389856
1936,186895.41187998315
1937,181471.31382436567
1938,169111.58199619362
1939,246258.35305126582
1940,190939.8331261318
1941,163413.47466119498
1942,176735.3908197768
1943,225752.225737013
1944,382885.62506352144
1945,379193.2839031817
1946,122065.97410679563
1947,268435.7668564476
1948,163212.9619846174
1949,242457.44128392756
1950,189374.11224617274
1951,232444.64471637993
1952,203232.59895041448
1953,169400.01287252174
1954,178871.33350028872
1955,129745.45909167905
1956,321649.7264280217
1957,146558.13556116883
1958,295230.23318132694
1959,147753.0115944794
1960,110725.05652475933
1961,131714.91722349494
1962,98900.74304460968
1963,106205.40752215021
1964,106028.84410684899
1965,146303.95508957395
1966,142490.71943935583
1967,292367.9421004293
1968,417059.34419320617
1969,362633.38014843076
1970,392604.30670759047
1971,475651.38282133435
1972,362529.32757808536
1973,286080.70742260636
1974,345093.3495371562
1975,495341.4774399382
1976,278016.3330280575
1977,347221.5949883308
1978,341060.7349135211
1979,315120.7928764268
1980,191624.43659446153
1981,321283.3597013496
1982,225694.2765625145
